run_id,interval_ms,theoretical_msg_per_sec,messages_sent,average_send_rate_msg_per_sec,ack_p95_seconds,ack_error_rate_percent,db_message_count,db_ratio_percent,ws_error_frames,backpressure_skipped_sends,stable
tc142734-i100,100,1000,119357,927,26.4,29.14,103660,86.85,1677,0,no
